node
"BAZIN, BRODERICK RIC"
"BAZIN, PHILLIPPE"
"BEACH, GINGER"
"BEACH, SPIDER"
"BEALE, ERIC"
BEAR/
BEAST 2013
BEAST DOPPELGANGER
BEAST DOPPELGANGER I
BEAST/HENRY &HANK& P
"BEAUMONT, SPENCER"
BEAUTIFUL DREAMER
BEAUTIFUL DREAMER II
BEAUTY
"BECKFORD, NOEL"
"BECKLEY, BENNY"
"BECKMAN, CHARLES"
"BECKMAN, JOSEPH"
"BECKMAN, LISA"
"BECKMAN, SARAH"
"BEDFORD, BRAD HULK"
BEDLAM II/OLISA KABA
BEDLAM/JESSE AARONSO
BEEFER
BEEF/
"BEERE, JASON"
BEETLE/ABNER RONALD
BEETLE II/LEILA DAVI
BEETLE ROBOT
BEHEMOTH
BELASCO
BELDAME
"BEL-DANN, GEN."
"BELGRADE, DR. HORATI"
BELIAL
BELLADONNA
BELLAM
BELLE
"BELL, HERBERT"
BENAZA
BENCHLEY
"BENDIX, DR. ALBERT"
"BENEDICT, ANDREW"
BENEDICT
BENGAL/
"BENJAMIN, BYRON"
"BENNETT, DANNY"
"BENNETT, MITCH"
"BENNING, VERONICA"
"BENNY, JAKE"
"BENTLEY, MILES"
"BENTLEY, VICTORIA"
"BENTON, TERRY"
"BENWAY, DR."
"BERDITCHEV, ITZHAK"
BEREET
"BERENGHETTI, MICHAEL"
"BERENGHETTI, SUSAN"
"BERGER, PROF."
"BERGIER, REBECCA"
"BERGLUND, GEN."
"BERKELEY, TRAVIS"
"BERMAN, ADAM"
BERNARD THE POET
"BERNHARD, CLARICE"
BERNIE
"BERNSTEIN, DR. NOAH"
"BERNSTEIN, EMMA WEBS"
BERSERKER
BERSERKER II
BERSERKER III
BERTRAM
BERYL
BERYLLIUM
BETA RAY BILL
BETA RAY BILL | MUTA
"BETELHEIM, NORMA"
BETTY-6
BEVATRON/
"BEYNON, DR. BRADLEY"
BEYONDER
BEYONDER | MUTANT X-
B'GON
BIANDU
BI-BEAST
BI-BEAST II
BIG BEN/
BIG BERTHA/ASHLEY CR
BIG CASINO/
"BIGGERS, MELVIN"
BIG MAN/FREDERICK FO
BIG ONE/KENJIRO SASA
BILE/
"BILLUPS, AGENT"
BINARY/CAROL DANVERS
BINARY | MUTANT X-VE
BIOHAZARD
BIOHAZARD II/FLETCHE
BIRDBRAIN
BIRD MAN/HENRY HAWK
BIRD MAN III/
"BIRD, TUESDAY"
BIRDY
BISHOP /
BISON/BILLY KITSON
BITMAP/
BIZEN
"B'KOSA, GEN. JONATHA"
BLACK AVENGER/JERRY
BLACKBALL
BLACKBIRD/
BLACKBODY
BLACK BOLT/BLACKANTO
BLACK BOLT | MUTANT
BLACK BRIGADE
"BLACK, CAL"
BLACK CAT/FELICIA HA
BLACK CRANE/
BLACK CROW/JESSE BLA
"BLACK, CYRUS"
BLACK DEATH/DR. IVAN
BLACK FOX II/
BLACK FOX/ROBERT W.
BLACK GOLIATH/DR. WI
BLACKHEART
BLACK HOLE/MORTON KI
BLACKJACK/
BLACK KING/SEBASTIAN
BLACK KNIGHT III/EOB
BLACK KNIGHT II/SIR
BLACK KNIGHT IV DOPP
BLACK KNIGHT IV/PROF
BLACK KNIGHT/SIR PER
BLACK KNIGHT V/DANE
BLACK KNIGHT V DOPPE
BLACK KNIGHT VI/PROF
BLACK KNIGHT V STATU
BLACK LAMA
BLACK MAMBA/TANYA SE
BLACK MARIAH
BLACK MARVEL/DAN LYO
BLACK MORAY
BLACK MOUNTAIN/KUROY
BLACKOUT II/
BLACKOUT/MARCUS DANI
BLACK PANTHER | MUTA
BLACK PANTHER/T'CHAL
BLACK RAAZER/
BLACK RACER/
"BLACK, RACHEL"
BLACK RAZER
"BLACKSHEAR, JONAS"
BLACK SPECTRE/CARSON
BLACK TALON/DESMOND
BLACK TALON III
BLACK TALON II/SAMUE
BLACK TARANTULA II/C
BLACK TARANTULA/LAMU
BLACK TOM CASSIDY
BLACKWELL
BLACK WIDOW DOPPELGA
BLACK WIDOW II/YELEN
BLACK WIDOW | MUTANT
BLACK WIDOW/NATASHA
BLACKWING II/
BLACKWING/JOSEPH MAN
"BLACKWOOD, JENNY"
BLACKWULF
BLADE/
"BLAIR, CALEY"
"BLAIRE, CARTER"
"BLAKE, BECKY"
"BLAKE, DR. DONALD (C"
"BLAKE, DR. DONALD"
"BLAKE, EMILY"
"BLAKE, KENT"
"BLANDING, ANDREW"
"BLANDING, HALEY"
"BLANDING, MRS."
BLAQUESMITH
BLARE/
BLASTAAR
BLASTING CAP/
"BLAZE, CRAIG"
"BLAZE, EMMA"
"BLAZE, ROXANNE SIMPS"
BLAZING SKULL/MARK T
"BLESSING, MORGANA"
BLIND AL/ALTHEA
BLINDSIDE II/BOBBI C
"BLINK/FERGUSON, CLAR"
"BLISS, BONNIE"
BLISS
"BLISS, MISS"
BLITZIANA
BLITZKRIEG/
BLIZZARD II/DONALD G
BLIZZARD/PROF. GREGO
BLOB/FRED J. DUKES
BLOCKADE/DEXTER PARI
BLOCKBUSTER/
BLOCKBUSTER II
BLOCKBUSTER III/MICH
BLOKE/MICKEY TORK
BLOK
BLOODAXE/JACKIE LUKU
BLOOD BROTHERS
BLOODHOUND/
BLOODLUST
BLOODSCREAM
BLOODSHED/WYNDELL DI
BLOOD SPIDER/
BLOODSTONE/ULYSSES B
BLOODSTORM | MUTANT
BLOODSTRIKE/ERIC CON
BLOOD-TIDE
"BLOODVESSEL, BUSTA"
BLOODWING [SHI'AR]
BLOOD WRAITH/SEAN DO
BLOODWRAITH/SEAN DOL
BLOODY BESS
BLOODY MARY
"BLOTT, BRIGADIER INK"
BLOWTORCH/
BLUDGEON/
BLUE BULLET/PROF. JO
BLUE DIAMOND/PROFESS
BLUE SHIELD/JOSEPH J
BLUE STREAK/
BLUNT
BLUR
BLURRY
BOAK
BOBCAT/
BODYBAG
"BOERKE, MAYOR"
BOGATYR/MIKULA GOLUB
"BOGGS, MORDECAI P."
BOLERO/
"BOLT, COUNCILMAN AND"
BOLT II/CHRIS BRADLE
BOLT/LAWRENCE EVANS
BOMBADIER/
BOMBLAST/
BOMBSHELL/
BOND
BONEBREAKER/
BONES/ELIZABETH BLIS
BONITA
BOOBYTRAP/
BOOKWORM/NELSON GRUB
BOOMERANG/FRED MYERS
BOOMER/TABITHA SMITH
BOOMSLANG/
BOONE
BORA
BORAKU
BORROB
"BORROUGHS, CHARLES C"
"BOSCO, ELAINE"
BOSHLOVOR
"BOUDREAUX, BELLA DON"
"BOUDREAUX, MARIUS"
BOULDER/
BOUNCER
BOUNTY
BOUNTY II
BOVA
"BOWDEN, DENNIS"
"BOWEN, FATHER MICHAE"
"BOWMAN, MAJ."
BOX II/JERRY JAXXON
BOX IV/MADISON JEFFR
BOX/ROGER BOCHS
"BOYD, TWO-FISTED TOM"
"BRADDOCK, ELIZABETH"
"BRADDOCK, JAMES"
"BRADDOCK, JAMES JR."
"BRADDOCK, JOHN"
"BRADLEY, CARRIE"
"BRADLEY, HANK"
"BRADLEY, JESSICA"
BRAHAMS
BRAHMANES
BRAIN CELL/
BRAINCHILD
BRAIN DRAIN/WERNER S
BRAINSTORM/
BRAINY
"BRAITHWAITE, JUDGE R"
BRAMER
"BRANDEIS, CAMMY"
"BRANDEIS, LIZ PARRIS"
"BRANDEIS, PROF. HENR"
"BRANDT, ELLEN"
"BRANNEX, ALLESSANDRO"
BRANNEX
BRANSON
BRASS BISHOP/
BRASS/SEAN WATANABE
BRAWLER
"BRAWN, HUNTER"
"BRAWN, TRISTAN"
BREAKER/RAAK
BREEGAN
BRES
"BREWER, AMY"
"BREWER, DR. MELINDA"
"BRICKFORD, CLAY"
"BRICKMAN, GLORIA"
"BRICKMAN, SEN. MILES"
"BRIDGE, GEORGE WASHI"
"BRIGGS, AGENT"
"BRIGGS, AGENT STEPHA"
BRIGHTSWORD/CARTER D
BRIGHTWIND
"BRINKE, NIOMI"
BRIQUETTE/
BROADSIDE
"BROGIN, BULL"
BROKEN MAN
BROKER
BROMINE
"BROMWELL, DR."
BRONA
"BROOKS, ANNA"
BROOP
BROTHER AXE
BROTHER CAESAR
BROTHER ROYAL
BROTHERS GRIMM
BROTHERS GRIMM II/BA
BROTHER STEPHEN
BROTHER TODE
BROTHER VIRGIL
BROTHER VOODOO/DANIE
BROTHER VOODOO | MUT
BROTHER WONDERFUL/DR
"BROWN, ABE"
"BROWN, FRANK"
"BROWN, LAURA"
"BROWN, MINDY MCPHERS"
BROWSER
"BRUKNER, DR. FRANK"
"BRUKNER, ILANEY"
BRUNNHILDE/MCM-XLI (
BRUNO
BRUTACUS
BRUTE II/
BRUTE | MUTANT X-VER
BRUTE/REED RICHARDS
BRUTO THE STRONGMAN/
BRUTUS
BRUTUS II
BRUTUS KLOR
"BRYCE, ARCHER"
"BUCHANAN, SAM"
"BUCHETTO, SALVATORE"
"BUCHOVITZ, STANLEY &"
"BUCKMAN, EDWARD"
"BUCKNER, GRANT"
BUCKY/BUCKY BARNES
BUCKY II/FRED DAVIS
BUCKY VI/
BUCKY VII/RIKKI BARN
BUEL
BUG
"BUKOWSKI, BUCK"
BULLDOZER/HENRY CAMP
BULLET BIKER
BULLET
BULL
BULLSEYE
BULLSEYE II/BENJAMIN
BULLSEYE | MUTANT X-
BULWARK/
BUMPKIN
"BUMPO, MR."
"BUNYAN, PAUL"
"BURGOS, CARL"
"BURKE, GWYNETH"
BURKE
"BURKE, JACK"
"BURKE, JOB"
"BURKE, RICKY"
"BURKE, THERESA TRACY"
"BURLEY, MIKE"
"BURLINGAME, CALVIN"
BURNING PUDDLE
"BURR, CLAYTON"
"BURRTHROP, T. BARTON"
BURST/
"BUSH, GEORGE"
"BUSHKIN, BARNEY"
"BUSHMAN, RAOUL"
BUSHMASTER II/QUINCY
BUSHMASTER/JOHN MCIV
BUSHWACKER/CARL
"BUSIEK, KURT"
BUTCH
BUTTERFLY
BUTTONS
BUX
BUZZARD
BUZZ
"BYRD, NATHANIEL ALEX"
"BYRD, SEN. HARRINGTO"
BYREL
"BYRNE, JOHN"
"BYRNES, GAYLE WATSON"
"BYRNES, TIM"
BYRRAH [ATLANTEAN]
BYRRAH | HEROES REBO
"CABE, BETHANY"
CABER
CACHE
"CACHES, FABIAN"
"CACHES, PROF. MARINA"
CACTUS
CADAVER
CADMIUM
CADUCEUS
CAESAR
"CAESAR, JONATHAN"
"CAESAR, JULIUS"
"CAGE, LUKE/CARL LUCA"
"CAGLIOSTRO, ALESSAND"
"CAIRN, DET."
CALCULUS/JAHAHAREL P
"CALDERONE, HANNAH"
"CALDRONE, JAVIER"
CALEDONIA/ALISANDE S
CALIBAN/
CALIFORNIUM
"CALKIN, SUSAN"
"CALLAGHAN, JAMES"
"CALLAHAN, DANNY"
"CALLAHAN, MIKE"
CALLISTO
CALLISTO | MUTANT X-
CALUMET
CALYPSO
"CAMBRIDGE, MOXIE"
"CAMPBELL, DR. RORY"
"CAMPBELL, MEREDITH"
"CAMPBELL, VALERIE"
CANCELLATOR
CANCER II/
CANCER/JACK KLEVENO
CANDLEMAS/
"CANDLER, OWEN"
CANDRA
CANDY
CANE/
CANNONBALL II/SAM GU
CANNONBALL/JACK PULV
CANNONBALL/SAM GUTHR
"CANTOR, VERA"
CAPRICORN II/
CAPRICORN/WILLARD WE
CAPTAIN AMERICA DOPP
CAPTAIN AMERICA
CAPTAIN AMERICA IV/S
CAPTAIN AMERICA | MU
CAPTAIN AMERICA V/RO
CAPTAIN BARRACUDA
CAPTAIN BRITAIN 2013
CAPTAIN BRITAIN/BRIA
CAPTAIN FATE
CAPTAIN GLORY
CAPTAIN HAWK
CAPTAIN HIP/FRED MAC
CAPTAIN MANHATTAN
CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL III/G
CAPTAIN MARVEL II/MO
CAPTAIN POWER/DR. CH
CAPTAIN RECTITUDE
CAPTAIN TERROR/DAN K
CAPTAIN U.K./LINDA M
CAPTAIN ULTRA/GRIFFI
CAPTAIN UNIVERSE/STE
CAPTAIN WINGS/
"CAPUTO, DR. JULIA"
"CARBONE, JULIUS"
"CARBONE, ROSALIE"
"CARBONE, SALVATORE"
CARBON
"CARDENAS, PACO"
CARDIAC/DR. ELI WIRT
CARDINAL/CLEMDENON
"CARDINALE, CARLOS"
CAREGIVER/RUBANNA LA
CARETAKER
CARGIL/JOANNA CARGIL
CARGO
CARINA/CARINA WALTER
"CARLISLE, JENNA"
"CARLISLE, MELISSA BO"
"CARLISLE, PHILLIP"
"CARLTON, JAKE"
"CARLTON, LUCY"
CARLY
"CARMODY, MARY"
"CARMODY, MRS."
CARNAGE/CLETUS KASAD
CARNIVORE/COUNT ANDR
"CARPATHIAN, ANDREW"
"CARPENTER, LARRY"
"CARPENTER, RACHEL"
"CARRADINE, JESSICA J"
"CARR, DAN"
"CARRERA, MIA"
CARRION
CARRION III/DR. WILL
CARRION II/MALCOLM M
"CARSON, LT. PAUL"
"CARTER, BRAD"
"CARTER, JIMMY"
"CARTER, PEGGY"
"CARTER, SHARON"
"CARTER, SHARON II"
"CARTER, TAD"
CARTHUS
CARVER
"CASE, COL. PRESTON"
CASEY
"CASIOLENA, QUEEN"
CASPER
"CASSADA, CARLOS"
"CASSADA, MICHAEL"
"CASSADA, ROBERTO"
"CASSADA, ROSA"
CASSANDRA
CASSIOPEIA
"CASS, LARRY MAD DOG"
CATAPHRAX
CAT BURGLAR
CATHERWOOD
CATHODE/
CAT II
CAT III/SHEN KUEI
CAT IV
CAT KING
CAT MAN/HORGAN
CAT MAN III/
CATSEYE/SHARON SMITH
CATWALK/KIMBERLY DEE
"CAULDER, SAFRON"
"CEAUSECU, IONEL"
CELESTE
"CELLANOS, MARCELLA"
CENTARIUS
CENTURIUS
CENTURY
"CENTURY, TURNER D."
"CERA, KAY"
CERANDA
CERBERUS
CERBERUS II
CEREBRITE ALPHA
CEREBRITE BETA
CEREBRO
CEREBRO MARK XIII |
CEREBRO | MUTANT-X V
CERISE
CERISE II [SHI'AR]
CESIUM
CETHLANN
C.F.
"CHADWICK, CHEER"
"CHADWICK, DR. HESPER"
CHAIN
CHAINSAW/
CHAKA KHAN
CHAKA KHAN II
"CHAKARA, KANU"
"CHAKARA, MADAN"
CHAKRA
CHAKRA II
"CHALIZ, HAZRAM"
"CHALIZ, SHANAZ RAYNA"
"CHALIZ, TABRIAZ"
"CHALKER, PROF. VIC"
"CHALMER, JUDGE"
"CHALMERS, CYNTHIA"
"CHALMERS, JUDGE ROBE"
"CHALMERS, MR."
CHAMBER/JONOTHON STA
"CHAMBERS, MR."
CHAMBLISS
CHAMELEON/DMITRI SME
"CHAMPION, IMUS"
CHAMPION/TRYCO SLATT
CHANCE
CHANCE II/NICHOLAS P
"CHANDLER, PEGGY"
"CHANDRA, DR."
"CHANEY, AMANDA"
"CHANG, DR. PHILLIP"
CHANGELING
"CHANG, IMEI"
"CHAN, SARAH"
CHAOS/DANIEL DASH
"CHAPMAN, DEVIN"
"CHAPMAN, GEN. ULYSSE"
"CHAR, BRON"
CHARCOAL/CHARLIE BUR
CHAR
CHARLIE 27
CHARLIE
CHARM
"CHASE, DETECTIVE SLO"
"CHASE, TREVOR"
"CHASIN, MAJOR"
"CHATTERTON, DAVE"
CHAUFFARD
CHECK
CHEETAH
"CHEEVER, JOHN"
"CHEKOV, ARTHUR ANTON"
CHEMISTRO/CURTIS CAR
CHEMISTRO III
"CHEN, DR."
"CHENEY, LILA"
CHEN
"CHEN, JOANNA"
"CHERRYH, RANDOLPH WI"
CHESBRO
"CHESNEY, SANFORD"
"CHIANG, PROF."
CHI-CHEE
CHI DEMON/PROFESSOR
CHIEF EXAMINER
CHIMERA II
CHIMERA/ZUHN
CHINA DOLL
CHINOOK
CHIRA
CHLOE
CHLORINE
CH'OD
CHONDU
"CHORD, ANDREW"
"CHORD, MIYAMI"
CHROME/
CHROMIUM
CH'THON
CHTYLOK
"CHUNG, LAO WEI"
"CHURCHILL, LORD"
"CHURCHILL, SIR WINST"
"CHURCH, LYNN"
CH'VAYRE
"CICERO, CAESAR BIG C"
CINDER/
"CIR, DYLON"
"CIRE, EYLA"
"CIRE, EZRA"
"CIRE, MANUEL"
"CISCERNOS, SELENA"
CITIZEN V II/HELMUT
CITIZEN V III/DALLAS
CITIZEN V/JOHN WATKI
CITYDWELLER/JERRY |
"CLAREMONT, CHRIS"
CLARISSA
"CLARIS, SVEN"
CLARITY/
"CLARKE, GENERAL JERE"
"CLARK, JOHN"
"CLARK, SARAH"
CLASH/
CLASS CLOWN/GLASS
"CLAYBORNE, REGINA"
"CLAY, GORDON"
"CLAYTON, KATRINKA JA"
CLEA
CLEARCUT/
"CLEARWATER, JUDGE MA"
"CLEMSON, MIKE"
CLEOPATRA
"CLINTON, BILL"
"CLINTON, CHELSEA"
CLOAK/TYRONE JOHNSON
"CLOONEY, DR."
CLOUD
CLOWN/CRAFTY ELIOT F
CLUMSY FOULUP
CLUSTER
COACH
COACHWHIP
COAL TIGER/T'CHALLA
COBALT
COBALT II
COBALT MAN
COBRA/KLAUS VORHEES
COBWEB
COCKROACH/
"COCKRUM, DAVE"
COCO
"CODY, GARY"
CODY
"COFFIN, RAY"
"COFFIN, WARDEN JOHNS"
"COFFY, DET."
COGGER
"COHEN, IZZY"
COIL
COLDBLOOD/
COLDHEART
COLD WARRIOR
"COLE, LYNETTE"
"COLE, PRISCILLA"
"COLE, WADE"
COLLECTIVE MAN
COLLECTIVE MAN II
COLLECTOR/TANELEER T
COLLETTE
"COLLINS, BRADBURY"
"COLLINS, DEMITRIUS"
"COLLINS, EMMA"
"COLLINS, NICK"
"COLLINS, TRACY"
"COLON, CHERYL"
COLOSSUS 2013
COLOSSUS
COLOSSUS II DOPPELGA
COLOSSUS II | MUTANT
COLOSSUS II/PETER RA
COMANCHE
COMBAT/
COMET/HARRIS MOORE
COMET MAN/DR. STEPHE
COMMANDER BLAZE
COMMANDER COURAGE/
COMMANDO/M-NELL
COMMCAST/GARABED BAS
COMPUTO
"CONAN, NEAL"
"CONCIERGE, LE/"
CONDOR
"CONKLIN, CAPT."
"CONNORS, BILLY"
"CONNORS, MARTHA"
"CONOVER, ALYSSA"
"CONOVER, HANNAH"
"CONOVER, REV. WILLIA"
"CONOWAY, SEKMEHT"
CONQUEST/BRIDGET MAL
"CONRAD, LUTHER DUTCH"
"CONROY, KAREN"
CONSTRICTOR/FRANK PA
CONSUELA
CONSUMPTION
CONTEMPLATOR/TATH KI
"CONTONI, PAUL"
"CONTRARES, ANASTASIA"
CONTROLLER/BASIL SAN
CONUNDRUM/
"CONWAY, GERRY"
"COOPER, COLE"
"COOPER, DR. VALERIE"
"COOPER, ROGER CAPS"
"COOPER, TERI"
"COOPER, WHITNEY III"
COPPERHEAD II/
COPPERHEAD III/DAVIS
COPPERHEAD IV/
COPPERHEAD/LAWRENCE
COPPER
"COPPERSMITH, ALFRED"
COPYCAT/VANESSA
